Acton,50.6053075,-2.0166404
Adber,50.9797608,-2.5737377
Affpuddle,50.7418559,-2.2756543
Ailwood,50.6297862,-2.0096671
Almer,50.7905451,-2.1237559
Alton Pancras,50.8221495,-2.4291797
Anderson,50.7769973,-2.172043
Atrim,50.7584664,-2.7847578
Bagber,50.9222861,-2.3499846
Batcombe,50.8338059,-2.5430094
Belchalwell,50.8876689,-2.2974537
Belchalwell Street,50.8804609,-2.2885604
Benville,50.8303862,-2.6576079
Bere Heath,50.7337439,-2.2071381
Bettiscombe,50.7957469,-2.854917
Bidlake Farm,50.7634036,-2.7885021
Bincombe,50.6601717,-2.4462187
Bingham's Melcombe,50.8186457,-2.3259697
Binnegar,50.6840167,-2.1686728
Boveridge,50.9332735,-1.9171034
Bowden,51.0102586,-2.3269713
Briantspuddle,50.7383553,-2.260832
Broad Oak,50.9138686,-2.3024956
Brockhampton Green,50.8531897,-2.40705
Brockhill,50.7327301,-2.2399711
Broom Hill,50.8242642,-1.950414
Buck's Head,50.8018796,-2.7970931
Bucknowle,50.6342738,-2.0725434
Bugley,51.020943,-2.3078253
Burleston,50.7476294,-2.3180015
Burngate,50.6345536,-2.2350791
Bushey,50.6506917,-2.0318749
Cann,50.9894789,-2.1838793
Cann Common,50.9881508,-2.1665332
Catherston Leweston,50.745461,-2.8961568
Caundle Marsh,50.9175477,-2.4592446
Chalbury,50.8605908,-1.9715835
Chalbury Common,50.8604042,-1.9647184
Chalmington,50.8056347,-2.5770133
Chantmarle,50.8176888,-2.586701
Chilcombe,50.7160893,-2.6688891
Chilfrome,50.787149,-2.5842119
Clapgate,50.8226246,-1.9859707
Clifton Maybank,50.9203673,-2.6043742
Cocknowle,50.6379357,-2.0954393
Cosmore,50.8506019,-2.4630012
Cripplestyle,50.9103543,-1.8704446
Dottery,50.7542854,-2.7714218
Duckpool,50.7818043,-2.84623
East Burton,50.6802364,-2.238135
East Burton,50.6833294,-2.2394098
East Chelborough,50.8478438,-2.6363074
East Creech,50.642753,-2.103474
East End,50.7846529,-2.0089461
East Holme,50.6741706,-2.1473533
East Melbury,50.9822387,-2.1598038
East Morden,50.7578663,-2.1194821
East Orchard,50.9578294,-2.2363769
East Stoke,50.6756984,-2.1820341
East Stour Common,51.0087399,-2.2676212
East Woodsford,50.7136366,-2.3360793
Eccliffe,51.0272589,-2.2883642
Enmore Green,51.007189,-2.203644
Fiddleford,50.9184692,-2.2786654
Fishpond Bottom,50.7800885,-2.895445
Folly,50.8273432,-2.3866656
Friar Waddon,50.6716178,-2.5073269
Frome Vauchurch,50.7712813,-2.5702279
Giddy Green,50.6790497,-2.2395613
Goathill,50.9528299,-2.4615791
Gore,50.9689373,-2.5813491
Guy's Marsh,50.9867094,-2.2217302
Hammoon,50.9297541,-2.2609211
Happy Bottom,50.7832281,-2.0065214
Hartgrove,50.9647935,-2.2305442
Haydon,50.9417899,-2.4685829
Haythorne,50.8696381,-1.9462975
Hermitage,50.8593013,-2.5019926
Higher Barton,50.9665115,-2.5732215
Higher Bockhampton,50.730188,-2.3922286
Higher Combe,51.0039055,-2.1599555
Higher Halstock Leigh,50.866317,-2.6973735
Higher Kingcombe,50.7981775,-2.6430022
Higher Melcombe,50.8215088,-2.3582309
Higher Row,50.8393485,-1.9348644
Higher Wraxall,50.8085333,-2.6192135
Highwood,50.6710914,-2.191149
Hilfield,50.8436537,-2.5198675
Hilton,50.8251653,-2.3106684
Holmbushes,50.887712,-2.5240701
Holmebridge,50.6822935,-2.1549045
Holnest,50.8870259,-2.4911564
Holt Heath,50.8411294,-1.9208681
Holywell,50.8362883,-2.5798633
Hooke,50.7991047,-2.6592856
Huggler's Hole,51.0423844,-2.1945959
Huntingford,51.0698937,-2.2721968
Hurn,50.7695288,-1.8203275
Hursey,50.8215062,-2.8056881
Hurst,50.7113681,-2.2934252
Kingston,50.8858741,-2.3546687
Kingston Russell,50.7208295,-2.5942838
Knighton,50.9016386,-2.5516878
Knitson,50.6264175,-1.9940402
Knowlton,50.8896117,-1.9680391
Lambs' Green,50.7876481,-2.0044002
Langton Long,50.8521991,-2.1471114
Limberlost,50.7532144,-2.0443436
Little Woolgarston,50.634412,-2.034711
Littleton,50.842491,-2.151153
Littlewindsor,50.8357007,-2.7965079
Lodge Hill,50.8424976,-1.9620922
Longham,50.7855361,-1.9070706
Lower Blandford St Mary,50.847698,-2.1559945
Lower Bockhampton,50.7165356,-2.3964886
Lower Coombe,50.717215,-2.6574294
Lower Halstock Leigh,50.8666421,-2.6852714
Lower Kingcombe,50.7884116,-2.6327025
Lower Nyland,50.9944938,-2.3541914
Lower Row,50.8414777,-1.9411751
Lower Wraxall,50.8051976,-2.6048798
Lyon's Gate,50.8518421,-2.4829692
Madjeston,51.0248219,-2.2768994
Mandeville,50.5977753,-2.4865049
Mangerton,50.7591623,-2.7251043
Mannington,50.8528342,-1.9128107
Manswood,50.8717733,-2.0336318
Mapperton,50.7946785,-2.7057975
Mapperton,50.7880412,-2.1336559
Marshalsea,50.7978306,-2.8683069
Melbury Bubb,50.8565008,-2.5750169
Middlemarsh,50.8644606,-2.4696565
Minchington,50.9320504,-2.0472681
Minterne Parva,50.8305062,-2.4775838
Monkwood,50.7842752,-2.8107566
Moor Crichel,50.8760338,-2.0112729
Moorside,50.9677644,-2.2860989
Nether Cerne,50.782922,-2.4693109
Netherhay,50.844592,-2.8326756
New Town,50.9386686,-2.0719549
North Allington,50.7412715,-2.7678081
North Bowood,50.7932674,-2.7844021
North Holworth,50.6496111,-2.3303023
North Instow,50.6223212,-2.0168818
Organford,50.7293035,-2.0862957
Osmington Mills,50.6367186,-2.3758746
Pallington,50.720386,-2.303231
Penn,50.7533872,-2.9331369
Pentridge,50.9602372,-1.952243
Pidney,50.8804997,-2.3630587
Pilsdon,50.793267,-2.8322645
Poxwell,50.6564878,-2.3654608
Puxey,50.9145653,-2.3344612
Quarr,51.0343762,-2.3353201
Rempstone,50.6438859,-2.0149815
Ringstead,50.631884,-2.3530022
Ryall,50.7505626,-2.8415429
Sandley,51.0208893,-2.3295098
Seaborough,50.8511,-2.8121912
Shave Cross,50.778521,-2.8314671
Silverlake,50.938215,-2.5543793
Slaughtergate,51.0414851,-2.2976289
South Admiston,50.7398575,-2.3312783
South Bowood,50.7837744,-2.7877125
South Holworth,50.6358559,-2.3367459
South Instow,50.6212425,-2.0177162
South Poorton,50.778079,-2.682829
Stalbridge Weston,50.9486252,-2.3996411
Stallen,50.949113,-2.5627814
Steeple,50.6294876,-2.127575
Stockbridge,50.8984134,-2.5156659
Stockwood,50.860567,-2.5865829
Stoke Wake,50.8571207,-2.3360775
Stokeford,50.685668,-2.1866907
Stubhampton,50.9267178,-2.1235338
Synderford,50.8296443,-2.8743834
Tarrant Crawford,50.8294821,-2.113447
Tarrant Hinton,50.8984077,-2.0891999
Tarrant Rawston,50.8591677,-2.0876945
Thornicombe,50.8280433,-2.1852066
Throop,50.7374177,-2.2458991
Tollard Farnham,50.9426709,-2.0763752
Toller Whelme,50.8108368,-2.6875634
Totnell,50.8757911,-2.5283569
Troy Town,50.7443558,-2.3705911
Turners Puddle,50.7409624,-2.2422053
Twyford,50.9664671,-2.2118585
Up Sydling,50.8122115,-2.5326277
Uploders,50.7416316,-2.7034981
Uppington,50.8558901,-1.9726813
Upton,50.6468688,-2.3678748
Waddon,50.6701367,-2.5381521
Wakeham,50.5439886,-2.4322211
Walton Elm,50.9596587,-2.3141689
Waytown,50.7752309,-2.7535143
West Chelborough,50.845676,-2.6529585
West Compton,50.7465529,-2.6206726
West Elworth,50.660772,-2.569317
West Holme,50.6719764,-2.1624495
West Melbury,50.9818483,-2.1853121
West Morden,50.7607755,-2.1424016
West Pulham,50.8719539,-2.4229593
